DESIGN	Create an empty but initialized instance of a UML Interface return an initialized UML Interface instance TODO This needs an extra parameter to specify the modelextent where the new element should be created 
DESIGN	Create an empty but initialized instance of a UML Node return an initialized UML Node instance TODO This needs an extra parameter to specify the modelextent where the new element should be created 
DESIGN	Create an empty but initialized instance of a UML TemplateParameter return an initialized UML TemplateParameter instance TODO This needs an extra parameter to specify the modelextent where the new element should be created 
DESIGN	Create an empty but initialized instance of an Artifact since UML 14 return an initialized Artifact instance TODO This needs an extra parameter to specify the modelextent where the new element should be created 
WITHOUTCLASSIFICATION	make port invisible unless mouse enters
WITHOUTCLASSIFICATION	Make sure any existing lock is released before we try and close the file
DESIGN	critique menu TODO This dependency should be inverted with the Critics subsystem registering its desired shortcuts with us tfm
DESIGN	Cut off from parent we must have our own class manager Cant do this in the run command needs to resolve stuff Should we do it by default when we create a namespace will no parent of class manager?
DESIGN	defer argument checking
WITHOUTCLASSIFICATION	make sure destination directory exists
DESIGN	defer argument checking
WITHOUTCLASSIFICATION	Make sure everything created gets deleted
WITHOUTCLASSIFICATION	Make sure file exists
DESIGN	defer argument checking
WITHOUTCLASSIFICATION	Make sure it isnt caching anything that should be written
DESIGN	defer argument checking
DESIGN	defer argument checking
WITHOUTCLASSIFICATION	Make sure our popups work 
DESIGN	defer argument checking
WITHOUTCLASSIFICATION	Make sure that all the old values are cached
WITHOUTCLASSIFICATION	Make sure that the counts are the same
DESIGN	defer argument checking
WITHOUTCLASSIFICATION	Make sure the back pointers to this mapping from the mapped objects is set 
DESIGN	DMS Do a better job with specific exceptions? Just use chained RuntimeExceptions?
DESIGN	DMS What if Eclipse is running but an invalid facade has been specified? We still should format code use encoding
DESIGN	DMS Why not this? new SubProgressMonitorprogressMonitor 1
WITHOUTCLASSIFICATION	Make sure the file doesnt exist so the user will get prompted to choose a new name
DESIGN	DMS Why not this? new SubProgressMonitorprogressMonitor 1
DESIGN	Does not appear to be used yet
WITHOUTCLASSIFICATION	make sure there are no issues concerning line separator interpretation a line separator for regex perl is always a unix line ie n
WITHOUTCLASSIFICATION	make sure to close all file handles to the currently cached message > necessary for windows to be able to delete the local file
DESIGN	drag and drop support Id just move the code to JEditTextArea but it depends on JDK 14 APIs
WITHOUTCLASSIFICATION	make sure we are already logged in
DESIGN	Ensure that the sample variables are correctly initialised for each run TODO is this the best way to do this? should it be done elsewhere ? 
DESIGN	Execute this action from the command line TODO The underlying GEF library relies on Acme that doesnt allow us to create these files unless there is a window showing For this reason I have had to split the performing of commands in link orgargoumlapplicationMainmainString so that we can by not supplying the batch option run these commands with the window showing Hopefully this can eventually be fixed see orgargoumlapplicationapiCommandLineInterfacedoCommandString param argument is the file name that we save to return true if it is OK 
DESIGN	ExperimentalTesting will be removed
DESIGN	Finds a stereotype in a given namespace and all those in any subnamespace of the given namespace Returns null if no such stereotype is found <p> TODO What if stereogetName or stereogetBaseClass is null? Then you know immediately that none will be found but is that the correct answer? Currently null is returned in these cases <p> TODO This function should not take a stereotype object as parameter but a name and a baseclass <p> TODO Currently only works for stereotypes with only one baseclass <p> TODO Currently only works for stereotypes where the baseclass is equal to the given one inheritance does not work return the stereotype found or null param ns is the namespace param stereo is the stereotype 
WITHOUTCLASSIFICATION	Make sure we start with a reasonable value
WITHOUTCLASSIFICATION	Make sure you log the exception as it might be swallowed
DESIGN	first developer could use a little help
WITHOUTCLASSIFICATION	make the change if its not a duplicate time period
DESIGN	Fix bug D arg1=arg2 was causing parse error however define arg1=arg2 is OK This seems to be because the parser skips the terminator for the long options but was not doing so for the short options 
DESIGN	Fix up bad figs <p> Due to errors in earlier releases of argouml it can happen that there is a generalization without a child or parent <p> TODO Move into XSL We should not remove from the graph model while were writing to it or we have a possible cause of concurrent modification exception param owner 
WITHOUTCLASSIFICATION	Make the edge go between nearest points
WITHOUTCLASSIFICATION	make the link area a square if the pie chart is to be circular is circular?
DESIGN	FIXME calendar?
DESIGN	FIXME Check that there isnt already a series with the same key
WITHOUTCLASSIFICATION	make the session available to the session factorys current context
WITHOUTCLASSIFICATION	Make the topmost diagram that is not the one being deleted current
DESIGN	FIXME figure out why we get null sometimes
WITHOUTCLASSIFICATION	makes openTemporary threadsafe
WITHOUTCLASSIFICATION	Makes sure that the edges stick to the outline of the fig see orgtigrisgefpresentationFiggetGravityPoints 
WITHOUTCLASSIFICATION	Makes sure that the last name is always in top of the list
DESIGN	FIXME I dont like this
WITHOUTCLASSIFICATION	managerTextField 
DESIGN	FIXME need a locale as well as a timezone
WITHOUTCLASSIFICATION	map of EntityMode > Tuplizer
DESIGN	FIXME the code below is a copy of RubyIOputs and we should avoid copypaste
WITHOUTCLASSIFICATION	Map of translations for tags only created if there is at least one tag and a ResourceBundle has been provided 
DESIGN	FIXME the XYItemRenderer interface doesnt specify the getAnnotations method but it should
DESIGN	FIXME this attribute is never used deprecate?
WITHOUTCLASSIFICATION	map the names
WITHOUTCLASSIFICATION	Map to an EClass 
WITHOUTCLASSIFICATION	Map to an EDataType 
WITHOUTCLASSIFICATION	Map to EAttribute or EEnumLiteral 
DESIGN	FIXME This is currently only here because of some problems with IOOutputStream writing to a bare runtime without a proper scope
WITHOUTCLASSIFICATION	map to EReference when is navigable 
DESIGN	FIXME This is currently only here because of some problems with IOOutputStream writing to a bare runtime without a proper scope
DESIGN	FIXME This worries me a bit since it could allocate a lot with a large newLength
DESIGN	FIXME we should really assert a value here
WITHOUTCLASSIFICATION	MappingStrategyImpl
DESIGN	FIXME we should really assert a value here
WITHOUTCLASSIFICATION	maps our series into our parents
WITHOUTCLASSIFICATION	Maps TableColumn objects to tooltips
WITHOUTCLASSIFICATION	Mark all files which should be selected as True and all others as False Directories are always selected so they always are True
WITHOUTCLASSIFICATION	mark as bold if message is unseen
WITHOUTCLASSIFICATION	mark as captured if from containing scope
DESIGN	For JRUBY2759 when MET choose CET timezone to work around Joda
WITHOUTCLASSIFICATION	mark found pattern select textgrabFocus
DESIGN	from the collection of associations locate OJA for the ManyToOne corresponding to this persister to fully define the manytomany we need that OJA so that we can use its alias here TODO is there a better way here?
WITHOUTCLASSIFICATION	Mark metadata to indicate it cant be changed
DESIGN	GenericArgoMenuBar defines the menu bar for all operating systems which do not explicitly ask for a different kind of menu bar such as Mac OS X <p> Menus and the mnemonics of menus and the menuitems are separated in the PropertyResourceBundle <em>menuproperties<em> <p> menu items are separated in the PropertyResourceBundle <em>actionproperties<em> <p> The keys in menuproperties have the following structure <pre> menu filename of menu eg menufile mnemonics of menus filename of menumnemonic eg menufilemnemonic mnemonics of menuitems fileflag for itemname of menuitemmnemonic eg menuitemnewmnemonic <pre> TODO Add registration for new menu items deprecated in 0292 by Bob Tarling This class will be moved and made private in future Use MenuBarFactorycreateApplicationMenuBar 
DESIGN	Get the classifier participant of an AssociationEnd TODO Rename this getParticipant to align with UML spec tfm 20070331 param handle The AssociationEnd to get from return The classifier of the AssociationEnd 
WITHOUTCLASSIFICATION	Marker delimiting heredoc boundary
DESIGN	hack for to do items only should check isLeafnode but that includes empty folders Really I need alwaysLeafnode
DESIGN	HACK force the controller to load its tree
WITHOUTCLASSIFICATION	MARKFOLLOWING
DESIGN	Hack save the package for any transaction controllers
WITHOUTCLASSIFICATION	markTokens method
WITHOUTCLASSIFICATION	mask off once flag
DESIGN	hack to get right style for input
DESIGN	hack to make sure that the right height is applied when no icon is used
DESIGN	handle mouse events for doubleclick creation of popup dialog This happens only in the JTextField not the JTextArea so we can make this an inner class within this method rather than a separate inner class as is done with the KeyTextHandler class 
WITHOUTCLASSIFICATION	Match close
WITHOUTCLASSIFICATION	Match etc $NONNLS1$
DESIGN	here we tweak the notify flag on the plot so that only one notification happens even though we update multiple axes
WITHOUTCLASSIFICATION	MATCHANY
DESIGN	here we tweak the notify flag on the plot so that only one notification happens even though we update multiple axes
DESIGN	Holder for storing cache details Perhaps add original response later? 
WITHOUTCLASSIFICATION	max distance is set at 100 pixels rSquared = 100^2
DESIGN	I dont know of any other way to fix this since invoking this command from a menu results in the focus owner being the menu until the menu goes away
WITHOUTCLASSIFICATION	max size reached
DESIGN	I guess translated events do not have the evt field set so consuming wont work I dont think this is a problem as nothing uses translation anyway 
WITHOUTCLASSIFICATION	max size reached
WITHOUTCLASSIFICATION	Maximum
DESIGN	idem eg for a generalization with leafroot object TODO but showing the message in the statusbar would help TODO IllegalArgumentException should not be used for events we expect to happen We need a different way of catching wellformedness rules
DESIGN	If any subexpressions didnt terminate they dont count TODO check if this code ever gets hit
WITHOUTCLASSIFICATION	may be altered in validate
WITHOUTCLASSIFICATION	may be altered in validateSetup may be altered in validateSetup
DESIGN	if there are multiple variables in declaration separate this variable fragment into a separate declaration 
WITHOUTCLASSIFICATION	may be null for PUT In an applicationxwwwformurlencoded request we only support parameters no file upload is allowed
DESIGN	If variables were added then we may need to grow the dynamic scope to match the static one FIXME Make this so we only need to check this for blockScope != null We cannot currently since we create the DynamicScope for a LocalStaticScope before parse begins Refactoring should make this fixable
WITHOUTCLASSIFICATION	may need to handle ENCCODERANGEBROKEN 
WITHOUTCLASSIFICATION	may only occur as child of the model or in a package
WITHOUTCLASSIFICATION	maybe io error?
WITHOUTCLASSIFICATION	maybe remove this folder
DESIGN	index for the item this could probably be more efficient bailing out on assigning args past the end?
WITHOUTCLASSIFICATION	MClassifiernodesetNamespacecollabgetNamespace
WITHOUTCLASSIFICATION	MClassifiers cannot be Bag
DESIGN	JASON Mow that multiple object trees exist storing the edit where by objectInfo within session wont work It needs to be objectinfo within something else private final Map editWhereColsSheets = new HashMap
DESIGN	Java 16022+ no longer allows ContentLength to be set so dont check it See httpbugssuncombugdatabaseviewbugdo?bugid=6996110 TODO any point in checking the other headers?
DESIGN	lame generics issues making Segment class static and manually inserting cache reference to work around various problems generically referencing methodsvars across classes
WITHOUTCLASSIFICATION	Members
DESIGN	Loads a project displaying a nice ProgressMonitor param file the project to be opened param showUI whether to show the GUI or not TODO This needs to be refactored to be GUI independent tfm 
DESIGN	Make sure this is a defined parameter and check the incoming value type TODO what should be the actual exception type here?
WITHOUTCLASSIFICATION	Menu for rightmouseclick when in cell editors 
WITHOUTCLASSIFICATION	MENUADDxxx controls which items are in the ADD menu MENUPARENTxxx controls which items are in the Insert Parent menu
WITHOUTCLASSIFICATION	Menues that are also shown in the main window Session menu might be in this popup If we dont remove them the Session wont be Garbage Collected
WITHOUTCLASSIFICATION	MenuMouseHandler class
WITHOUTCLASSIFICATION	menuSelected method
DESIGN	modules are included with a shim class
DESIGN	Move me to classpathClassManagerImpl???
DESIGN	moved to GUIUtilities as it makes no sense being here
DESIGN	must be overridden to make sense I didnt want to make it abstract because it might not be required
DESIGN	MVW for this case I had to move the call to setSelectedItem outside the buildingModel otherwise the combo does not update with the new selection See issue 5418 
WITHOUTCLASSIFICATION	Merge the lists 
DESIGN	Needed the clazz check to work around unionsubclasses TODO is there a way to tell whether a persister is truly discrimcolumn based inheritence?
WITHOUTCLASSIFICATION	message composed of headers and body
DESIGN	needs to be improved !!!
WITHOUTCLASSIFICATION	message doesnt exist this shouldnt happen here
WITHOUTCLASSIFICATION	message includes the file name
DESIGN	not absolutely necessary but does help with aggressive release
WITHOUTCLASSIFICATION	Message types
WITHOUTCLASSIFICATION	MessageNode getMessageNodeObject uid
DESIGN	not used
DESIGN	not used
DESIGN	not used
DESIGN	Notation settings value object Stores settings which control how text is rendered on diagrams <p> TODO This needs to go on a diet Its used everywhere so is performance sensitive The current set of settings is the union of all those found in the legacy code but its not clear that all of them are actually used author Tom Morris <tfmorrisgmailcom> 
WITHOUTCLASSIFICATION	method is done declare all variables
DESIGN	NOTE Source and line arguments are nonsense in a call Any way to make these arguments sensible?
DESIGN	note that i parameter is now unused delete it?
DESIGN	NOTE VERY HACKISH WORKAROUND!! TODO Fix this so it will work for nonPOJO entity mode
WITHOUTCLASSIFICATION	methods and closures
DESIGN	Notes This is broken It finds public but less specific methods over nonpublic but more specific ones This method needs to be rewritten to eliminate findAccessibleMethod We should implement the findMostSpecificMethod that uses the publicOnly flag FindMostSpecificMethod should also operate in two passes to give standard Java assignable matches priority over extended bsh type matches 
WITHOUTCLASSIFICATION	Methods for interacting with Parser 
WITHOUTCLASSIFICATION	Methods for managing the FIFOs
DESIGN	Once all edges are connected do a compute route on each to make sure that annotations and the edge port is positioned correctly Only do this after all edges are connected as compute route requires all edges to be connected to nodes TODO It would be nice not to have to do this and restore annotation positions instead
DESIGN	orphans should not be deleted during copy??
DESIGN	Per Schema 10 it is not clear if the result returned should be a valid URI For the future if we plant to support IRIs then it is better not to massage the initialValue We should thought consider where would be the best way to validate anyURI values EL
WITHOUTCLASSIFICATION	mgs using the methods return value was missing
DESIGN	Perhaps here we would want to guard with a property for parallel backups or not
DESIGN	Programming error bail out
WITHOUTCLASSIFICATION	Might also be a catalog or a schema name
WITHOUTCLASSIFICATION	millis per second
WITHOUTCLASSIFICATION	milliseconds somewhere in 2006
WITHOUTCLASSIFICATION	min
DESIGN	rbmodremovecvar FIXME any good reason to have two identical methods? same as removeclassvariable 
WITHOUTCLASSIFICATION	MinMaxCategoryRenderer
WITHOUTCLASSIFICATION	MirrorCompare class
DESIGN	Remember to change this when the class changes 
DESIGN	Remember to change this when the class changes 
WITHOUTCLASSIFICATION	missing Specials add manually 84
WITHOUTCLASSIFICATION	mixed digitalpha keyword and no regexp dont highlight as DIGIT
WITHOUTCLASSIFICATION	Mixins are everything after the base class 
DESIGN	return collection removal FIXME even if isInverse=true? 
WITHOUTCLASSIFICATION	mkdir method
WITHOUTCLASSIFICATION	MMessage 
DESIGN	Return the tagged value with a specific tag <p> Warning this method returns only the first TaggedValue found with the given name Hence this method is a simplification of the real problem and should be avoided TODO What should be done about the above problem? Options are to deprecate the method throw an exception if the name is ambiguous or leave the caller to figure it out themselves param handle The model element the tagged value belongs to param name The tag name return The found tag null if not found 
WITHOUTCLASSIFICATION	MMessage 
DESIGN	REVIEW How do we resolve this discrepancy?!
DESIGN	REVISIT Remove this code
WITHOUTCLASSIFICATION	MModelElement
WITHOUTCLASSIFICATION	mock folder class only returns folder id
WITHOUTCLASSIFICATION	Mock objects
WITHOUTCLASSIFICATION	Mock objects
DESIGN	see javabeansPropertyChangeListenerpropertyChangejavabeansPropertyChangeEvent TODO This should be reviewed to see if it can be improved with a view towards removing some of the overrriding methods used as workarounds for differences between NSUML and MDR tfm 20060302 
WITHOUTCLASSIFICATION	MockCache doesnt create a file therefore no cleanup needed
WITHOUTCLASSIFICATION	mockFontInfo
DESIGN	set the property values Note this may have already been done by another instance of this DataType created to handle a different column
WITHOUTCLASSIFICATION	mockSession
WITHOUTCLASSIFICATION	mod 20040629 SWITT for redirecting feature If FROM value was set take this as From else take Identity
DESIGN	Sets the target of the property panel The given target t may either be a Diagram or a modelelement If the target given is a Fig a check is made if the fig has an owning modelelement and occurs on the current diagram If so that modelelement is the target deprecated As of ArgoUml version 0135 the visibility of this method will change in the future replaced by link orgargoumluitargetmanagerTargetManager TODO MVW I think this should not be deprecated param target the new target see orgargoumluiTabTargetsetTargetjavalangObject 
DESIGN	Should the data be first cloned so that the sorting doesnt take place on the array that is used in getValue TODO This is a must if sorting is done in a thread! ??
WITHOUTCLASSIFICATION	ModelgetActivityGraphsHelper isAddingActivityGraphAllowedbase
DESIGN	should we cache info in not a class case too?
DESIGN	Silently ignore what could we do anyway?
DESIGN	Simplify the variables too to keep these variables in sync with what is actually used in the when clauses This is not required for correctness reasons but only for performance reasons
DESIGN	some messy complex stuff here since createCriteria can take an aliased path or a path rooted at the creating criteria instance
DESIGN	Some tables have pseudo column primary keys and others do not JDBC on some DBMSs does not handle pseudo columns correctly Also getTables returns views as well as tables so the thing we are looking at might not be a table JDBC does not give a simple way to determine what we are looking at since the type of object is described in a DBMSspecific encoding For these reasons rather than testing for all these conditions we just try using the pseudo column info to get the table data and if that fails we try to get the table data without using the pseudo column TODO Should we change the mode from editable to noneditable?
DESIGN	Somewhat of a hack If the special fields are visible were operating relative to a this type already dissallow further this references to prevent user from skipping to things like superthiscaller 
DESIGN	sorry otherwise we will get a ClassCastException because the MockCache is loaded by two different classloader 
DESIGN	Split the methods into constructors and regular method lists
WITHOUTCLASSIFICATION	modify the headers NB things like user authentication could go in here too
DESIGN	SSS FIXME Are we guaranteed that we splats dont head to multipleassignment nodes! ie |ab|?
DESIGN	SSS FIXME Correct? Where does closure arg come from?
DESIGN	SSS FIXME Is this correct?
WITHOUTCLASSIFICATION	MOperation
WITHOUTCLASSIFICATION	More constants needed by specs
DESIGN	SSS FIXME This method at least in the context of multiple assignment is a little weird It calls regular toary on the object But if it encounters a methodmissing the value is inserted into an 1element array! try abc = 1 first then define Fixnumtoary method and try it again Ex httpgistgithubcom163551
WITHOUTCLASSIFICATION	more difficult case evaluate later
DESIGN	Strip off drive letters! REVIEW Would a better check be Fileseparator == ?
WITHOUTCLASSIFICATION	more values than paints so map multiple values to the same color
WITHOUTCLASSIFICATION	Most browsers use ISO88591 as default encoding even if spec says UTF8
DESIGN	switch eats a multilevel break here? not empty statement
DESIGN	Temporary fix to allow default protocol to be changed
WITHOUTCLASSIFICATION	Mount the glasspane on the component window
DESIGN	The constructor TODO The name parameter is used for the icon and for the tooltip This makes i18n of the tooltip impossible param modeClass the next global editor mode param arg the name of a new argument for the new mode param value the value of a new argument for the new mode param name the name of the command that is the tooltip text 
DESIGN	The default behaviour from FigEdgeModelElement is not correct here See issue 5005 TODO We must determine what to do here but for now doing nothing is better Im not sure why the super method would not work as I would expect that to do nothing if the ends are already correct return true at all times for now 
DESIGN	The dialog that allows the user to go to any diagram in the project by doubleclicking on it<p> This dialog is not modal and can stay open while the user is working on the model It is even possible to open multiple of these dialogs although the purpose of such useraction eludes me<p> TODO This dialog should have multiple tabs named Help Diagram Classifier StateVertex etc Which would allow the user to go to other things than diagrams author MVW 
WITHOUTCLASSIFICATION	MouseHandler class
WITHOUTCLASSIFICATION	MouseHandler class
WITHOUTCLASSIFICATION	MouseHandler class
WITHOUTCLASSIFICATION	MouseListener implementation 
WITHOUTCLASSIFICATION	mouseMoved method
DESIGN	These may not actually make any difference at present the code behind addTrigger needs more work
WITHOUTCLASSIFICATION	mouseReleased method
WITHOUTCLASSIFICATION	MouseWheelHandler class
DESIGN	These may not actually make any difference at present the code behind addTrigger needs more work
WITHOUTCLASSIFICATION	move all children to the enum converting some fields to constants
DESIGN	These must be set before readingwriting the XML Rather a hack but saves changing all the method calls to include an extra variable AFAIK the variables should only be accessed from one thread so no need to synchronize 
WITHOUTCLASSIFICATION	move all successfully send messages to the Sent folder
DESIGN	This can lead to code smell meh! Do we care
WITHOUTCLASSIFICATION	move pos to last character of match sequence
WITHOUTCLASSIFICATION	move read position index clicks from charAt0
DESIGN	This doesnt look pretty and mode line should probably be split up into seperate componentsstrings 
DESIGN	This info is merely a placeholder in the tree that we can use to get index name and parent name more easily We probably should create a IndexColumnInfo that has this extra info in it
WITHOUTCLASSIFICATION	moveGap method
DESIGN	This is a workaround for what looks like a bug to me it is a syntax error to qualify with the schema the new table name but not the old as in ALTER TABLE publictablerenametest RENAME TO publictablewasrenamed The second public is apparently not currently a valid thing to do
WITHOUTCLASSIFICATION	MRI behavior
DESIGN	This is carried over from previous implementation not sure why we dont want contents of package tfm 20060214
DESIGN	This is for JRUBY2988 since after a suspend the terminal seems to need to be reinitialized Since we cant easily detect suspension initialize after every readline Probably not fast but this is for interactive terminals anywayso who cares?
DESIGN	This is needed for a CommentEdge TODO Why doesnt CommentEdge implement IItemUID and be handled with the mechanism above
WITHOUTCLASSIFICATION	MRI behavior on Windows it treats as a root of a current drive but only if SINGLE slash is present! Eg if current work directory is Dhomedirectory then means D Basically path is treated as a RELATIVE path relative to the current drive path is treated as absolute one
WITHOUTCLASSIFICATION	MRI behavior raise ArgumentError for unknown command before checking number of args
WITHOUTCLASSIFICATION	MRI behavior With TZ equal to GMT or UTC Timenow is NOT considered as a proper GMTUTC time ENVTZ=GMT Timenowgmt? ==> false ENVTZ=UTC Timenowutc? ==> false Hence we need to adjust for that
WITHOUTCLASSIFICATION	MRI does it!
WITHOUTCLASSIFICATION	MRI extends in order from last to first
WITHOUTCLASSIFICATION	MTransition 
WITHOUTCLASSIFICATION	multicast bit 
DESIGN	this seems unlikely to happen unless its a totally bogus fileno so do we even need to bother trying to create one?
WITHOUTCLASSIFICATION	multiple conditions for when
WITHOUTCLASSIFICATION	Multiple delimiters
DESIGN	This should probably be inside xmiReaderparse but there is another place in this source where XMIReader is used but it appears to be the NSUML XMIReader When Argo XMIReader is used consistently it can be responsible for loading the listener Until then do it here
DESIGN	TODO ActionState CallState and SubactivityState have been replaced in UML 20 by explicitly modeled Actions
WITHOUTCLASSIFICATION	Must be back on first line on rewind
DESIGN	TODO add some real tests now that split has been removed
WITHOUTCLASSIFICATION	must be defined
WITHOUTCLASSIFICATION	Must be like textplain charset=windows1251
WITHOUTCLASSIFICATION	must be plain ensured by TypeAttribute
DESIGN	TODO author fdietz add central place which keeps a list of all possible colors and provides a custom color configuration possibility
WITHOUTCLASSIFICATION	MUST do this for background to show up
DESIGN	TODO author fdietz i18n
DESIGN	TODO author fdietz should be removed if we only use Streams!
WITHOUTCLASSIFICATION	MutableGraphModel implementation
DESIGN	TODO Because we get called on each and every change event when the model is in a state of flux well often get an InvalidElementException before we finish this collection The only saving grace is that were called SO many times that on the last time things should be stable again and well get a good set of elements for the final update We need a better mechanism
DESIGN	TODO before inserting find out if theres already a menu item with the same action command if so replace it otherwise insert new 
WITHOUTCLASSIFICATION	Mutators hold write lock will deadlock if use is not threadsafe
WITHOUTCLASSIFICATION	mvw Indeed The intention of the constructor parameter is to prove that there is a valid UML object to bind the notation to So the next statement should fail on a null parameter and on anything that is not an object of which we can retrieve the multiplicity 
WITHOUTCLASSIFICATION	MVW These are the WFRs for DataType 1 A DataType can only contain Operations which all must be queries selfallFeatures>forAllf | foclIsKindOfOperation and foclAsTypeOperationisQuery 2 A DataType cannot contain any other ModelElements selfallContents>isEmpty IMHO we should enforce these WFRs here so it is still possible to copy or move query operations hence we should allow this 
DESIGN	TODO Bob says the reflective code following should be replaced with something more specific like this commented out code This would mean we need sType changed to a meta type Object rather than a String
WITHOUTCLASSIFICATION	MySQL disallows quoted constraint names
WITHOUTCLASSIFICATION	MySQL requires MyISAM storage engine for spatial and fulltext indexes Dont test them for now See the TODO in the MySQLDialect for getCreateIndexSQL
WITHOUTCLASSIFICATION	MySQL uses catalogs and not schemas
DESIGN	TODO can this happen?
DESIGN	TODO Change to throw exception when uses are fixed throw new NotImplementedException
DESIGN	TODO Changed in UML 2x to special type of Property?
WITHOUTCLASSIFICATION	name += in + dName
WITHOUTCLASSIFICATION	name is used to load plugin
DESIGN	TODO Clean this mess up!!!! Load plugins Load all plugin jars into class loader 
DESIGN	TODO confirm expected args are IRubyObject or similar
WITHOUTCLASSIFICATION	NameFig and StereotypeFig are handled by parent 
WITHOUTCLASSIFICATION	Names for the fields $NONNLS1$
WITHOUTCLASSIFICATION	Names of JUnit3 methods $NONNLS1$ $NONNLS1$ $NONNLS1$
DESIGN	TODO could this be return?
WITHOUTCLASSIFICATION	namespace that does not contain antlib
WITHOUTCLASSIFICATION	Navy
DESIGN	TODO Dependency cycle between FigNodeModelElement and FigEdgeME Is this needed? If so introduce a Removable interface to decouple
WITHOUTCLASSIFICATION	NB default charset is used deliberately here
DESIGN	TODO Do we need this one 
WITHOUTCLASSIFICATION	NB Requires ApacheJMeterfunctionsjar to be on the classpath otherwise the function cannot be resolved 
DESIGN	TODO Do we need this one 
WITHOUTCLASSIFICATION	NB setParameters is called before the test proper is started and thus variables are not interpreted at this point So defer the file open until later to allow variable file names to be used
DESIGN	TODO Do we need this one 
DESIGN	TODO Do we want the top level package here instead of the immediate parent?
